 20260501-161906,[command] python main.py --expid FedNCF_ml1m_triple_101_deltaB --gpu -1,[exp_id] FedNCF_ml1m_triple_101_deltaB,[dataset_id] ML1M_t5,[train] N.A.,[test] logloss: 1.100195 - MRR: 0.350156 - NDCG(5): 0.342368 - HR(5): 0.443046 - NDCG(10): 0.398535 - HR(10): 0.618874 - NDCG(20): 0.441669 - HR(20): 0.787583 - NDCG(50): 0.472398 - HR(50): 0.939570
 20260501-230528,[command] python main.py --expid FedNCF_ml1m_triple_101_deltaB --gpu -1,[exp_id] FedNCF_ml1m_triple_101_deltaB,[dataset_id] ML1M_t5,[train] N.A.,[test] logloss: 1.100462 - MRR: 0.350016 - NDCG(5): 0.341212 - HR(5): 0.440066 - NDCG(10): 0.398410 - HR(10): 0.618874 - NDCG(20): 0.441469 - HR(20): 0.787252 - NDCG(50): 0.472357 - HR(50): 0.940066
